step,t,px_actual,py_actual,pz_actual,px_ref,py_ref,pz_ref,pos_err,rot_err_deg,xerr_norm,grip_actual,grip_ref
243,2.430,0.986777,0.039644,0.045242,1.000000,0.000000,0.043000,0.041851,0.0838,0.041877,1,1
244,2.440,0.994555,0.051951,0.045232,1.000000,0.000000,0.043000,0.052283,0.0916,0.052308,1,1
245,2.450,1.000837,0.055378,0.045222,1.000000,0.000000,0.043000,0.055429,0.1083,0.055461,1,1
246,2.460,1.003591,0.054729,0.045214,1.000000,0.000000,0.043000,0.054891,0.1305,0.054938,1,1
247,2.470,1.004667,0.052984,0.045207,1.000000,0.000000,0.043000,0.053235,0.1549,0.053304,1,1
248,2.480,1.005109,0.050990,0.045199,1.000000,0.000000,0.043000,0.051293,0.1801,0.051389,1,1
249,2.490,1.005300,0.048970,0.045191,1.000000,0.000000,0.043000,0.049305,0.2056,0.049435,1,1
250,2.500,1.005380,0.046987,0.045183,1.000000,0.000000,0.043000,0.047344,0.2309,0.047515,1,1
251,2.510,1.005409,0.045064,0.045175,1.000000,0.000000,0.043000,0.045439,0.2560,0.045658,1,1
252,2.520,1.005411,0.043207,0.045167,1.000000,0.000000,0.043000,0.043599,0.2807,0.043873,1,1
253,2.530,1.005399,0.041419,0.045159,1.000000,0.000000,0.043000,0.041825,0.3051,0.042163,1,1
254,2.540,1.005365,0.039692,0.045152,1.000000,0.000000,0.043000,0.040110,0.3291,0.040520,1,1
255,2.550,1.005332,0.038033,0.045144,1.000000,0.000000,0.043000,0.038465,0.3526,0.038954,1,1
256,2.560,1.005301,0.036439,0.045136,1.000000,0.000000,0.043000,0.036885,0.3755,0.037463,1,1
257,2.570,1.005269,0.034909,0.045129,1.000000,0.000000,0.043000,0.035369,0.3981,0.036045,1,1
258,2.580,1.005239,0.033439,0.045121,1.000000,0.000000,0.043000,0.033913,0.4201,0.034697,1,1
259,2.590,1.005209,0.032028,0.045114,1.000000,0.000000,0.043000,0.032517,0.4418,0.033419,1,1
260,2.600,1.005181,0.030671,0.045107,1.000000,0.000000,0.043000,0.031177,0.4630,0.032207,1,1
261,2.610,1.005158,0.029371,0.045099,1.000000,0.000000,0.043000,0.029894,0.4837,0.031064,1,1
262,2.620,1.005131,0.028120,0.045092,1.000000,0.000000,0.043000,0.028661,0.5041,0.029981,1,1
263,2.630,1.005104,0.026918,0.045085,1.000000,0.000000,0.043000,0.027477,0.5241,0.028959,1,1
264,2.640,1.005077,0.025765,0.045078,1.000000,0.000000,0.043000,0.026342,0.5436,0.027999,1,1
265,2.650,1.005051,0.024656,0.045071,1.000000,0.000000,0.043000,0.025253,0.5627,0.027095,1,1
266,2.660,1.005027,0.023591,0.045064,1.000000,0.000000,0.043000,0.024208,0.5815,0.026249,1,1
267,2.670,1.005001,0.022568,0.045057,1.000000,0.000000,0.043000,0.023207,0.5998,0.025459,1,1
268,2.680,1.004977,0.021586,0.045050,1.000000,0.000000,0.043000,0.022247,0.6178,0.024722,1,1
269,2.690,1.004954,0.020642,0.045091,1.000000,0.000000,0.043048,0.021326,0.6354,0.024037,1,1
270,2.700,1.004932,0.019736,0.045401,1.000000,0.000000,0.043365,0.020444,0.6526,0.023403,1,1
271,2.710,1.004911,0.018865,0.046200,1.000000,0.000000,0.044170,0.019599,0.6695,0.022819,1,1
272,2.720,1.004893,0.018030,0.047655,1.000000,0.000000,0.045631,0.018791,0.6862,0.022283,1,1
273,2.730,1.004882,0.017229,0.049888,1.000000,0.000000,0.047869,0.018021,0.7023,0.021795,1,1
274,2.740,1.004881,0.016461,0.052977,1.000000,0.000000,0.050963,0.017287,0.7182,0.021354,1,1
275,2.750,1.004892,0.015727,0.056960,1.000000,0.000000,0.054949,0.016593,0.7337,0.020960,1,1
276,2.760,1.004921,0.015027,0.061840,1.000000,0.000000,0.059831,0.015939,0.7489,0.020613,1,1
277,2.770,1.004968,0.014358,0.067586,1.000000,0.000000,0.065577,0.015325,0.7638,0.020312,1,1
278,2.780,1.005037,0.013721,0.074143,1.000000,0.000000,0.072131,0.014755,0.7783,0.020056,1,1
279,2.790,1.005126,0.013114,0.081427,1.000000,0.000000,0.079409,0.014224,0.7926,0.019842,1,1
280,2.800,1.005239,0.012538,0.089335,1.000000,0.000000,0.087309,0.013739,0.8066,0.019671,1,1
281,2.810,1.005371,0.011990,0.097745,1.000000,0.000000,0.095709,0.013295,0.8203,0.019537,1,1
282,2.820,1.005523,0.011469,0.106523,1.000000,0.000000,0.104476,0.012893,0.8336,0.019440,1,1
283,2.830,1.005690,0.010973,0.115524,1.000000,0.000000,0.113467,0.012530,0.8468,0.019376,1,1
284,2.840,1.005869,0.010501,0.124595,1.000000,0.000000,0.122533,0.012205,0.8595,0.019339,1,1
285,2.850,1.006054,0.010050,0.133583,1.000000,0.000000,0.131524,0.011912,0.8720,0.019327,1,1
286,2.860,1.006241,0.009620,0.142337,1.000000,0.000000,0.140291,0.011648,0.8843,0.019336,1,1
287,2.870,1.006423,0.009208,0.150713,1.000000,0.000000,0.148691,0.011407,0.8964,0.019362,1,1
288,2.880,1.006593,0.008810,0.158575,1.000000,0.000000,0.156591,0.011181,0.9081,0.019397,1,1
289,2.890,1.006746,0.008427,0.165805,1.000000,0.000000,0.163869,0.010966,0.9196,0.019439,1,1
290,2.900,1.006862,0.008058,0.172166,1.000000,0.000000,0.170423,0.010726,0.9309,0.019468,1,1
291,2.910,1.006943,0.007696,0.177739,1.000000,0.000000,0.176169,0.010483,0.9419,0.019497,1,1
292,2.920,1.006989,0.007341,0.182475,1.000000,0.000000,0.181051,0.010235,0.9526,0.019524,1,1
293,2.930,1.007000,0.006992,0.186351,1.000000,0.000000,0.185037,0.009981,0.9632,0.019550,1,1
294,2.940,1.006984,0.006649,0.189371,1.000000,0.000000,0.188131,0.009723,0.9735,0.019576,1,1
295,2.950,1.006948,0.006314,0.191570,1.000000,0.000000,0.190369,0.009465,0.9836,0.019603,1,1
296,2.960,1.006898,0.005989,0.193017,1.000000,0.000000,0.191830,0.009211,0.9934,0.019633,1,1
297,2.970,1.006841,0.005672,0.193824,1.000000,0.000000,0.192635,0.008966,1.0030,0.019669,1,1
298,2.980,1.006785,0.005369,0.194148,1.000000,0.000000,0.192952,0.008735,1.0125,0.019712,1,1
299,2.990,1.006730,0.005078,0.194205,1.000000,0.000000,0.193000,0.008516,1.0217,0.019761,1,1
300,3.000,1.006678,0.004796,0.194213,1.000000,-0.000001,0.193000,0.008312,1.0307,0.019816,1,1
301,3.010,1.006628,0.004522,0.194221,1.000000,-0.000005,0.193000,0.008119,1.0395,0.019877,1,1
302,3.020,1.006580,0.004251,0.194228,1.000000,-0.000018,0.193000,0.007940,1.0481,0.019941,1,1
303,3.030,1.006535,0.003977,0.194236,1.000000,-0.000043,0.193000,0.007772,1.0565,0.020010,1,1
304,3.040,1.006491,0.003698,0.194243,1.000000,-0.000084,0.193000,0.007615,1.0647,0.020082,1,1
305,3.050,1.006449,0.003409,0.194250,1.000000,-0.000145,0.193000,0.007469,1.0728,0.020159,1,1
306,3.060,1.006410,0.003104,0.194257,1.000000,-0.000229,0.193000,0.007333,1.0807,0.020237,1,1
307,3.070,1.006371,0.002782,0.194264,1.000000,-0.000340,0.193000,0.007207,1.0883,0.020316,1,1
308,3.080,1.006336,0.002437,0.194271,1.000000,-0.000481,0.193000,0.007091,1.0959,0.020399,1,1
309,3.090,1.006301,0.002066,0.194277,1.000000,-0.000657,0.193000,0.006982,1.1032,0.020482,1,1
310,3.100,1.006268,0.001666,0.194283,1.000000,-0.000869,0.193000,0.006882,1.1104,0.020566,1,1
311,3.110,1.006236,0.001232,0.194289,0.999999,-0.001123,0.193000,0.006789,1.1174,0.020650,1,1
312,3.120,1.006205,0.000762,0.194295,0.999999,-0.001420,0.193000,0.006704,1.1243,0.020736,1,1
313,3.130,1.006175,0.000250,0.194301,0.999998,-0.001763,0.193000,0.006625,1.1309,0.020820,1,1
314,3.140,1.006146,-0.000304,0.194306,0.999998,-0.002157,0.193000,0.006553,1.1374,0.020906,1,1
315,3.150,1.006119,-0.000905,0.194312,0.999997,-0.002603,0.193000,0.006488,1.1438,0.020991,1,1
316,3.160,1.006093,-0.001556,0.194317,0.999995,-0.003105,0.193000,0.006428,1.1500,0.021075,1,1
317,3.170,1.006066,-0.002260,0.194322,0.999993,-0.003666,0.193000,0.006372,1.1561,0.021160,1,1
318,3.180,1.006040,-0.003019,0.194327,0.999991,-0.004288,0.193000,0.006322,1.1621,0.021244,1,1
319,3.190,1.006015,-0.003837,0.194331,0.999988,-0.004973,0.193000,0.006276,1.1678,0.021327,1,1
320,3.200,1.005989,-0.004718,0.194336,0.999984,-0.005725,0.193000,0.006234,1.1735,0.021409,1,1
321,3.210,1.005964,-0.005662,0.194341,0.999979,-0.006546,0.193000,0.006197,1.1790,0.021490,1,1
322,3.220,1.005938,-0.006674,0.194345,0.999972,-0.007438,0.193000,0.006162,1.1844,0.021570,1,1
323,3.230,1.005910,-0.007754,0.194349,0.999965,-0.008403,0.193000,0.006131,1.1896,0.021649,1,1
324,3.240,1.005883,-0.008907,0.194353,0.999955,-0.009444,0.193000,0.006103,1.1947,0.021726,1,1
325,3.250,1.005854,-0.010134,0.194357,0.999944,-0.010564,0.193000,0.006078,1.1997,0.021803,1,1
326,3.260,1.005823,-0.011436,0.194361,0.999931,-0.011763,0.193000,0.006056,1.2046,0.021879,1,1
327,3.270,1.005790,-0.012819,0.194365,0.999915,-0.013045,0.193000,0.006036,1.2093,0.021953,1,1
328,3.280,1.005755,-0.014281,0.194369,0.999896,-0.014411,0.193000,0.006018,1.2140,0.022026,1,1
329,3.290,1.005717,-0.015826,0.194372,0.999874,-0.015862,0.193000,0.006002,1.2184,0.022097,1,1
330,3.300,1.005676,-0.017457,0.194375,0.999849,-0.017402,0.193000,0.005988,1.2229,0.022167,1,1
331,3.310,1.005630,-0.019174,0.194379,0.999819,-0.019031,0.193000,0.005975,1.2272,0.022236,1,1
332,3.320,1.005582,-0.020979,0.194382,0.999785,-0.020751,0.193000,0.005964,1.2313,0.022302,1,1
333,3.330,1.005528,-0.022876,0.194385,0.999745,-0.022565,0.193000,0.005954,1.2354,0.022369,1,1
334,3.340,1.005468,-0.024863,0.194388,0.999701,-0.024472,0.193000,0.005945,1.2394,0.022433,1,1
335,3.350,1.005403,-0.026945,0.194391,0.999649,-0.026476,0.193000,0.005938,1.2432,0.022496,1,1
336,3.360,1.005331,-0.029122,0.194394,0.999592,-0.028576,0.193000,0.005931,1.2470,0.022558,1,1
337,3.370,1.005252,-0.031395,0.194396,0.999526,-0.030776,0.193000,0.005926,1.2506,0.022617,1,1
338,3.380,1.005166,-0.033766,0.194399,0.999453,-0.033075,0.193000,0.005922,1.2541,0.022676,1,1
339,3.390,1.005069,-0.036236,0.194401,0.999371,-0.035475,0.193000,0.005917,1.2576,0.022733,1,1
340,3.400,1.004963,-0.038807,0.194404,0.999279,-0.037978,0.193000,0.005914,1.2610,0.022789,1,1
341,3.410,1.004847,-0.041479,0.194406,0.999176,-0.040583,0.193000,0.005911,1.2642,0.022843,1,1
342,3.420,1.004720,-0.044253,0.194408,0.999062,-0.043293,0.193000,0.005909,1.2674,0.022896,1,1
343,3.430,1.004581,-0.047132,0.194410,0.998936,-0.046108,0.193000,0.005907,1.2706,0.022949,1,1
344,3.440,1.004428,-0.050115,0.194412,0.998797,-0.049029,0.193000,0.005906,1.2736,0.022999,1,1
345,3.450,1.004261,-0.053203,0.194414,0.998644,-0.052057,0.193000,0.005904,1.2765,0.023048,1,1
346,3.460,1.004078,-0.056397,0.194416,0.998476,-0.055192,0.193000,0.005903,1.2793,0.023095,1,1
347,3.470,1.003879,-0.059699,0.194418,0.998291,-0.058435,0.193000,0.005902,1.2821,0.023142,1,1
348,3.480,1.003664,-0.063108,0.194420,0.998089,-0.061787,0.193000,0.005902,1.2847,0.023187,1,1
349,3.490,1.003429,-0.066626,0.194422,0.997869,-0.065248,0.193000,0.005902,1.2873,0.023230,1,1
350,3.500,1.003174,-0.070252,0.194423,0.997629,-0.068819,0.193000,0.005901,1.2898,0.023272,1,1
351,3.510,1.002899,-0.073986,0.194425,0.997368,-0.072500,0.193000,0.005902,1.2923,0.023314,1,1
352,3.520,1.002601,-0.077831,0.194426,0.997086,-0.076291,0.193000,0.005901,1.2946,0.023354,1,1
353,3.530,1.002279,-0.081785,0.194428,0.996779,-0.080192,0.193000,0.005901,1.2969,0.023392,1,1
354,3.540,1.001933,-0.085850,0.194429,0.996448,-0.084205,0.193000,0.005901,1.2992,0.023430,1,1
355,3.550,1.001561,-0.090023,0.194430,0.996091,-0.088328,0.193000,0.005902,1.3013,0.023466,1,1
356,3.560,1.001160,-0.094308,0.194432,0.995707,-0.092562,0.193000,0.005902,1.3033,0.023501,1,1
357,3.570,1.000729,-0.098702,0.194433,0.995293,-0.096907,0.193000,0.005901,1.3054,0.023536,1,1
358,3.580,1.000270,-0.103207,0.194434,0.994850,-0.101363,0.193000,0.005902,1.3074,0.023569,1,1
359,3.590,0.999776,-0.107821,0.194435,0.994374,-0.105929,0.193000,0.005902,1.3092,0.023600,1,1
360,3.600,0.999250,-0.112547,0.194436,0.993864,-0.110605,0.193000,0.005902,1.3110,0.023631,1,1
361,3.610,0.998688,-0.117380,0.194437,0.993320,-0.115392,0.193000,0.005902,1.3128,0.023660,1,1
362,3.620,0.998088,-0.122324,0.194438,0.992739,-0.120288,0.193000,0.005901,1.3145,0.023689,1,1
363,3.630,0.997450,-0.127376,0.194439,0.992120,-0.125293,0.193000,0.005901,1.3161,0.023717,1,1
364,3.640,0.996772,-0.132537,0.194440,0.991461,-0.130407,0.193000,0.005901,1.3177,0.023743,1,1
365,3.650,0.996051,-0.137804,0.194441,0.990760,-0.135629,0.193000,0.005900,1.3192,0.023768,1,1
366,3.660,0.995288,-0.143179,0.194441,0.990016,-0.140958,0.193000,0.005900,1.3207,0.023794,1,1
367,3.670,0.994478,-0.148661,0.194442,0.989226,-0.146394,0.193000,0.005899,1.3221,0.023817,1,1
368,3.680,0.993622,-0.154248,0.194443,0.988390,-0.151936,0.193000,0.005898,1.3235,0.023840,1,1
369,3.690,0.992716,-0.159939,0.194443,0.987506,-0.157583,0.193000,0.005897,1.3247,0.023861,1,1
370,3.700,0.991759,-0.165734,0.194444,0.986571,-0.163334,0.193000,0.005896,1.3260,0.023882,1,1
371,3.710,0.990749,-0.171633,0.194444,0.985584,-0.169188,0.193000,0.005895,1.3272,0.023902,1,1
372,3.720,0.989686,-0.177633,0.194444,0.984543,-0.175144,0.193000,0.005894,1.3283,0.023920,1,1
373,3.730,0.988566,-0.183734,0.194445,0.983446,-0.181201,0.193000,0.005892,1.3294,0.023939,1,1
374,3.740,0.987388,-0.189933,0.194445,0.982292,-0.187357,0.193000,0.005890,1.3304,0.023956,1,1
375,3.750,0.986150,-0.196231,0.194446,0.981078,-0.193612,0.193000,0.005889,1.3314,0.023972,1,1
376,3.760,0.984851,-0.202627,0.194446,0.979803,-0.199964,0.193000,0.005887,1.3324,0.023988,1,1
377,3.770,0.983488,-0.209117,0.194446,0.978465,-0.206411,0.193000,0.005886,1.3333,0.024003,1,1
378,3.780,0.982059,-0.215702,0.194447,0.977063,-0.212952,0.193000,0.005884,1.3342,0.024017,1,1
379,3.790,0.980562,-0.222379,0.194447,0.975593,-0.219586,0.193000,0.005881,1.3350,0.024030,1,1
380,3.800,0.978998,-0.229146,0.194447,0.974055,-0.226311,0.193000,0.005879,1.3358,0.024043,1,1
381,3.810,0.977362,-0.236002,0.194447,0.972447,-0.233125,0.193000,0.005876,1.3365,0.024055,1,1
382,3.820,0.975653,-0.242945,0.194447,0.970766,-0.240026,0.193000,0.005873,1.3371,0.024065,1,1
383,3.830,0.973871,-0.249975,0.194447,0.969012,-0.247013,0.193000,0.005871,1.3378,0.024076,1,1
384,3.840,0.972011,-0.257088,0.194447,0.967182,-0.254084,0.193000,0.005869,1.3384,0.024085,1,1
385,3.850,0.970075,-0.264282,0.194447,0.965275,-0.261236,0.193000,0.005866,1.3390,0.024095,1,1
386,3.860,0.968058,-0.271557,0.194447,0.963288,-0.268468,0.193000,0.005863,1.3395,0.024103,1,1
387,3.870,0.965960,-0.278907,0.194447,0.961221,-0.275778,0.193000,0.005860,1.3400,0.024110,1,1
388,3.880,0.963779,-0.286334,0.194447,0.959072,-0.283164,0.193000,0.005857,1.3405,0.024117,1,1
389,3.890,0.961513,-0.293834,0.194447,0.956838,-0.290622,0.193000,0.005853,1.3409,0.024124,1,1
390,3.900,0.959161,-0.301405,0.194447,0.954518,-0.298152,0.193000,0.005850,1.3413,0.024130,1,1
391,3.910,0.956721,-0.309045,0.194446,0.952112,-0.305750,0.193000,0.005847,1.3416,0.024135,1,1
392,3.920,0.954191,-0.316750,0.194446,0.949616,-0.313415,0.193000,0.005843,1.3420,0.024139,1,1
393,3.930,0.951571,-0.324519,0.194446,0.947030,-0.321144,0.193000,0.005839,1.3422,0.024143,1,1
394,3.940,0.948859,-0.332350,0.194446,0.944353,-0.328934,0.193000,0.005836,1.3425,0.024147,1,1
395,3.950,0.946053,-0.340239,0.194446,0.941582,-0.336783,0.193000,0.005833,1.3428,0.024150,1,1
396,3.960,0.943151,-0.348185,0.194445,0.938717,-0.344688,0.193000,0.005829,1.3429,0.024152,1,1
397,3.970,0.940154,-0.356183,0.194445,0.935756,-0.352647,0.193000,0.005825,1.3431,0.024154,1,1
398,3.980,0.937059,-0.364233,0.194445,0.932698,-0.360657,0.193000,0.005821,1.3432,0.024155,1,1
399,3.990,0.933865,-0.372330,0.194444,0.929542,-0.368715,0.193000,0.005817,1.3433,0.024156,1,1
400,4.000,0.930572,-0.380472,0.194444,0.926287,-0.376819,0.193000,0.005813,1.3433,0.024155,1,1
401,4.010,0.927176,-0.388657,0.194443,0.922931,-0.384965,0.193000,0.005808,1.3434,0.024156,1,1
402,4.020,0.923680,-0.396882,0.194443,0.919474,-0.393151,0.193000,0.005804,1.3434,0.024154,1,1
403,4.030,0.920080,-0.405143,0.194442,0.915914,-0.401374,0.193000,0.005800,1.3434,0.024154,1,1
404,4.040,0.916376,-0.413438,0.194442,0.912252,-0.409630,0.193000,0.005796,1.3434,0.024152,1,1
405,4.050,0.912568,-0.421764,0.194441,0.908485,-0.417918,0.193000,0.005791,1.3433,0.024150,1,1
406,4.060,0.908655,-0.430116,0.194441,0.904613,-0.426233,0.193000,0.005787,1.3432,0.024147,1,1
407,4.070,0.904636,-0.438495,0.194440,0.900636,-0.434574,0.193000,0.005783,1.3431,0.024144,1,1
408,4.080,0.900510,-0.446893,0.194440,0.896553,-0.442936,0.193000,0.005778,1.3430,0.024141,1,1
409,4.090,0.896276,-0.455311,0.194439,0.892364,-0.451317,0.193000,0.005773,1.3428,0.024136,1,1
410,4.100,0.891936,-0.463744,0.194439,0.888067,-0.459714,0.193000,0.005769,1.3426,0.024133,1,1
411,4.110,0.887488,-0.472189,0.194438,0.883663,-0.468123,0.193000,0.005764,1.3424,0.024128,1,1
412,4.120,0.882932,-0.480643,0.194437,0.879152,-0.476541,0.193000,0.005760,1.3421,0.024122,1,1
413,4.130,0.878267,-0.489103,0.194437,0.874533,-0.484966,0.193000,0.005755,1.3419,0.024117,1,1
414,4.140,0.873494,-0.497565,0.194436,0.869806,-0.493394,0.193000,0.005750,1.3417,0.024112,1,1
415,4.150,0.868613,-0.506028,0.194435,0.864971,-0.501822,0.193000,0.005746,1.3413,0.024105,1,1
416,4.160,0.863624,-0.514486,0.194435,0.860028,-0.510247,0.193000,0.005741,1.3410,0.024098,1,1
417,4.170,0.858526,-0.522938,0.194434,0.854978,-0.518665,0.193000,0.005736,1.3407,0.024092,1,1
418,4.180,0.853321,-0.531380,0.194433,0.849820,-0.527073,0.193000,0.005732,1.3403,0.024086,1,1
419,4.190,0.848007,-0.539809,0.194433,0.844555,-0.535469,0.193000,0.005728,1.3399,0.024078,1,1
420,4.200,0.842587,-0.548221,0.194432,0.839183,-0.543849,0.193000,0.005723,1.3395,0.024070,1,1
421,4.210,0.837060,-0.556613,0.194431,0.833705,-0.552210,0.193000,0.005718,1.3391,0.024062,1,1
422,4.220,0.831427,-0.564984,0.194430,0.828122,-0.560548,0.193000,0.005714,1.3387,0.024053,1,1
423,4.230,0.825690,-0.573328,0.194430,0.822434,-0.568861,0.193000,0.005709,1.3382,0.024044,1,1
424,4.240,0.819846,-0.581643,0.194429,0.816641,-0.577146,0.193000,0.005704,1.3378,0.024035,1,1
425,4.250,0.813900,-0.589926,0.194428,0.810745,-0.585399,0.193000,0.005700,1.3372,0.024025,1,1
426,4.260,0.807852,-0.598174,0.194427,0.804747,-0.593617,0.193000,0.005695,1.3367,0.024016,1,1
427,4.270,0.801701,-0.606384,0.194426,0.798648,-0.601798,0.193000,0.005690,1.3362,0.024006,1,1
428,4.280,0.795451,-0.614552,0.194426,0.792449,-0.609939,0.193000,0.005686,1.3357,0.023996,1,1
429,4.290,0.789100,-0.622677,0.194425,0.786150,-0.618035,0.193000,0.005681,1.3351,0.023985,1,1
430,4.300,0.782652,-0.630755,0.194424,0.779754,-0.626085,0.193000,0.005677,1.3346,0.023974,1,1
431,4.310,0.776108,-0.638783,0.194423,0.773262,-0.634086,0.193000,0.005673,1.3340,0.023964,1,1
432,4.320,0.769468,-0.646758,0.194422,0.766676,-0.642035,0.193000,0.005669,1.3334,0.023953,1,1
433,4.330,0.762736,-0.654677,0.194421,0.759996,-0.649928,0.193000,0.005664,1.3328,0.023941,1,1
434,4.340,0.755910,-0.662539,0.194420,0.753224,-0.657764,0.193000,0.005660,1.3322,0.023929,1,1
435,4.350,0.748996,-0.670338,0.194419,0.746363,-0.665539,0.193000,0.005655,1.3315,0.023917,1,1
436,4.360,0.741994,-0.678074,0.194419,0.739414,-0.673251,0.193000,0.005650,1.3309,0.023906,1,1
437,4.370,0.734905,-0.685745,0.194417,0.732378,-0.680898,0.193000,0.005647,1.3301,0.023892,1,1
438,4.380,0.727732,-0.693347,0.194416,0.725259,-0.688476,0.193000,0.005643,1.3295,0.023880,1,1
439,4.390,0.720476,-0.700876,0.194416,0.718058,-0.695983,0.193000,0.005638,1.3288,0.023867,1,1
440,4.400,0.713141,-0.708332,0.194414,0.710777,-0.703418,0.193000,0.005634,1.3280,0.023853,1,1
441,4.410,0.705727,-0.715713,0.194414,0.703418,-0.710777,0.193000,0.005630,1.3273,0.023841,1,1
442,4.420,0.698239,-0.723015,0.194413,0.695983,-0.718058,0.193000,0.005626,1.3266,0.023828,1,1
443,4.430,0.690677,-0.730237,0.194412,0.688476,-0.725259,0.193000,0.005623,1.3258,0.023814,1,1
444,4.440,0.683044,-0.737375,0.194411,0.680898,-0.732378,0.193000,0.005618,1.3251,0.023800,1,1
445,4.450,0.675343,-0.744430,0.194410,0.673251,-0.739414,0.193000,0.005615,1.3244,0.023787,1,1
446,4.460,0.667576,-0.751397,0.194409,0.665539,-0.746363,0.193000,0.005611,1.3236,0.023772,1,1
447,4.470,0.659746,-0.758277,0.194408,0.657764,-0.753224,0.193000,0.005607,1.3228,0.023759,1,1
448,4.480,0.651855,-0.765065,0.194407,0.649928,-0.759996,0.193000,0.005603,1.3220,0.023744,1,1
449,4.490,0.643908,-0.771762,0.194406,0.642035,-0.766676,0.193000,0.005600,1.3212,0.023730,1,1
450,4.500,0.635905,-0.778365,0.194405,0.634086,-0.773262,0.193000,0.005596,1.3203,0.023714,1,1
451,4.510,0.627850,-0.784873,0.194404,0.626085,-0.779754,0.193000,0.005593,1.3195,0.023699,1,1
452,4.520,0.619744,-0.791284,0.194403,0.618035,-0.786150,0.193000,0.005590,1.3187,0.023684,1,1
453,4.530,0.611593,-0.797596,0.194402,0.609939,-0.792449,0.193000,0.005586,1.3178,0.023669,1,1
454,4.540,0.603398,-0.803810,0.194401,0.601798,-0.798648,0.193000,0.005583,1.3170,0.023654,1,1
455,4.550,0.595163,-0.809922,0.194400,0.593617,-0.804747,0.193000,0.005579,1.3161,0.023638,1,1
456,4.560,0.586891,-0.815933,0.194398,0.585399,-0.810745,0.193000,0.005576,1.3152,0.023622,1,1
457,4.570,0.578583,-0.821841,0.194397,0.577146,-0.816641,0.193000,0.005573,1.3143,0.023607,1,1
458,4.580,0.570244,-0.827645,0.194396,0.568861,-0.822434,0.193000,0.005570,1.3134,0.023590,1,1
459,4.590,0.561877,-0.833345,0.194395,0.560548,-0.828122,0.193000,0.005567,1.3125,0.023574,1,1
460,4.600,0.553485,-0.838938,0.194394,0.552210,-0.833705,0.193000,0.005564,1.3116,0.023559,1,1
461,4.610,0.545071,-0.844426,0.194393,0.543849,-0.839183,0.193000,0.005561,1.3107,0.023542,1,1
462,4.620,0.536638,-0.849808,0.194392,0.535469,-0.844555,0.193000,0.005559,1.3097,0.023526,1,1
463,4.630,0.528189,-0.855081,0.194391,0.527073,-0.849820,0.193000,0.005555,1.3088,0.023509,1,1
464,4.640,0.519728,-0.860248,0.194390,0.518665,-0.854978,0.193000,0.005553,1.3079,0.023492,1,1
465,4.650,0.511257,-0.865306,0.194389,0.510247,-0.860028,0.193000,0.005550,1.3069,0.023475,1,1
466,4.660,0.502780,-0.870256,0.194388,0.501822,-0.864971,0.193000,0.005548,1.3060,0.023459,1,1
467,4.670,0.494300,-0.875098,0.194387,0.493394,-0.869806,0.193000,0.005546,1.3050,0.023443,1,1
468,4.680,0.485820,-0.879832,0.194385,0.484966,-0.874533,0.193000,0.005543,1.3040,0.023425,1,1
469,4.690,0.477344,-0.884457,0.194384,0.476541,-0.879152,0.193000,0.005541,1.3030,0.023408,1,1
470,4.700,0.468874,-0.888973,0.194383,0.468123,-0.883663,0.193000,0.005538,1.3021,0.023390,1,1
471,4.710,0.460414,-0.893381,0.194382,0.459714,-0.888067,0.193000,0.005535,1.3011,0.023373,1,1
472,4.720,0.451967,-0.897682,0.194381,0.451317,-0.892364,0.193000,0.005533,1.3001,0.023355,1,1
473,4.730,0.443535,-0.901876,0.194380,0.442936,-0.896553,0.193000,0.005531,1.2991,0.023338,1,1
474,4.740,0.435124,-0.905962,0.194379,0.434574,-0.900636,0.193000,0.005529,1.2981,0.023320,1,1
475,4.750,0.426734,-0.909942,0.194378,0.426233,-0.904613,0.193000,0.005527,1.2971,0.023303,1,1
476,4.760,0.418369,-0.913816,0.194377,0.417918,-0.908485,0.193000,0.005525,1.2961,0.023285,1,1
477,4.770,0.410033,-0.917585,0.194375,0.409630,-0.912252,0.193000,0.005523,1.2950,0.023267,1,1
478,4.780,0.401728,-0.921250,0.194374,0.401374,-0.915914,0.193000,0.005521,1.2939,0.023248,1,1
479,4.790,0.393458,-0.924810,0.194373,0.393151,-0.919474,0.193000,0.005519,1.2930,0.023231,1,1
480,4.800,0.385224,-0.928269,0.194372,0.384965,-0.922931,0.193000,0.005517,1.2919,0.023213,1,1
481,4.810,0.377031,-0.931626,0.194371,0.376819,-0.926287,0.193000,0.005516,1.2908,0.023195,1,1
482,4.820,0.368881,-0.934881,0.194370,0.368715,-0.929542,0.193000,0.005514,1.2898,0.023177,1,1
483,4.830,0.360777,-0.938036,0.194369,0.360657,-0.932698,0.193000,0.005512,1.2888,0.023159,1,1
484,4.840,0.352722,-0.941094,0.194367,0.352647,-0.935756,0.193000,0.005510,1.2877,0.023140,1,1
485,4.850,0.344717,-0.944054,0.194366,0.344688,-0.938717,0.193000,0.005509,1.2866,0.023121,1,1
486,4.860,0.336767,-0.946917,0.194365,0.336783,-0.941582,0.193000,0.005507,1.2855,0.023102,1,1
487,4.870,0.328874,-0.949686,0.194364,0.328934,-0.944353,0.193000,0.005505,1.2845,0.023084,1,1
488,4.880,0.321041,-0.952362,0.194363,0.321144,-0.947030,0.193000,0.005504,1.2834,0.023066,1,1
