step,t,px_actual,py_actual,pz_actual,px_ref,py_ref,pz_ref,pos_err,rot_err_deg,xerr_norm,grip_actual,grip_ref
465,4.650,0.436857,-0.736068,0.169714,0.510247,-0.860028,0.193000,0.145926,12.7651,0.266494,1,1
466,4.660,0.429656,-0.740311,0.169714,0.501822,-0.864971,0.193000,0.145912,12.7651,0.266488,1,1
467,4.670,0.422452,-0.744461,0.169714,0.493394,-0.869806,0.193000,0.145899,12.7651,0.266479,1,1
468,4.680,0.415247,-0.748518,0.169713,0.484966,-0.874533,0.193000,0.145886,12.7651,0.266473,1,1
469,4.690,0.408044,-0.752484,0.169713,0.476541,-0.879152,0.193000,0.145873,12.7651,0.266466,1,1
470,4.700,0.400847,-0.756358,0.169712,0.468123,-0.883663,0.193000,0.145860,12.7651,0.266459,1,1
471,4.710,0.393657,-0.760138,0.169712,0.459714,-0.888067,0.193000,0.145848,12.7651,0.266452,1,1
472,4.720,0.386478,-0.763828,0.169711,0.451317,-0.892364,0.193000,0.145835,12.7651,0.266445,1,1
473,4.730,0.379313,-0.767426,0.169711,0.442936,-0.896553,0.193000,0.145823,12.7651,0.266438,1,1
474,4.740,0.372162,-0.770932,0.169710,0.434574,-0.900636,0.193000,0.145811,12.7651,0.266431,1,1
475,4.750,0.365031,-0.774348,0.169710,0.426233,-0.904613,0.193000,0.145799,12.7651,0.266424,1,1
476,4.760,0.357919,-0.777674,0.169709,0.417918,-0.908485,0.193000,0.145787,12.7651,0.266419,1,1
477,4.770,0.350832,-0.780910,0.169709,0.409630,-0.912252,0.193000,0.145775,12.7651,0.266412,1,1
478,4.780,0.343771,-0.784057,0.169709,0.401374,-0.915914,0.193000,0.145763,12.7651,0.266406,1,1
479,4.790,0.336739,-0.787115,0.169708,0.393151,-0.919474,0.193000,0.145752,12.7651,0.266400,1,1
480,4.800,0.329738,-0.790085,0.169708,0.384965,-0.922931,0.193000,0.145742,12.7651,0.266393,1,1
481,4.810,0.322772,-0.792969,0.169707,0.376819,-0.926287,0.193000,0.145730,12.7651,0.266387,1,1
482,4.820,0.315840,-0.795768,0.169707,0.368715,-0.929542,0.193000,0.145719,12.7651,0.266381,1,1
483,4.830,0.308948,-0.798480,0.169706,0.360657,-0.932698,0.193000,0.145708,12.7651,0.266375,1,1
484,4.840,0.302096,-0.801109,0.169706,0.352647,-0.935756,0.193000,0.145698,12.7651,0.266369,1,1
485,4.850,0.295288,-0.803655,0.169705,0.344688,-0.938717,0.193000,0.145687,12.7651,0.266363,1,1
486,4.860,0.288526,-0.806119,0.169705,0.336783,-0.941582,0.193000,0.145677,12.7651,0.266357,1,1
487,4.870,0.281812,-0.808501,0.169705,0.328934,-0.944353,0.193000,0.145667,12.7651,0.266353,1,1
488,4.880,0.275147,-0.810804,0.169704,0.321144,-0.947030,0.193000,0.145658,12.7651,0.266347,1,1
489,4.890,0.268535,-0.813029,0.169704,0.313415,-0.949616,0.193000,0.145647,12.7651,0.266341,1,1
490,4.900,0.261978,-0.815175,0.169704,0.305750,-0.952112,0.193000,0.145638,12.7651,0.266337,1,1
491,4.910,0.255477,-0.817246,0.169703,0.298152,-0.954518,0.193000,0.145629,12.7651,0.266331,1,1
492,4.920,0.249035,-0.819241,0.169703,0.290622,-0.956838,0.193000,0.145620,12.7651,0.266327,1,1
493,4.930,0.242653,-0.821163,0.169702,0.283164,-0.959072,0.193000,0.145611,12.7651,0.266322,1,1
494,4.940,0.236333,-0.823014,0.169702,0.275778,-0.961221,0.193000,0.145602,12.7651,0.266317,1,1
495,4.950,0.230079,-0.824793,0.169702,0.268468,-0.963288,0.193000,0.145594,12.7651,0.266312,1,1
496,4.960,0.223890,-0.826503,0.169701,0.261236,-0.965275,0.193000,0.145586,12.7651,0.266308,1,1
497,4.970,0.217770,-0.828146,0.169701,0.254084,-0.967182,0.193000,0.145577,12.7651,0.266303,1,1
498,4.980,0.211720,-0.829721,0.169701,0.247013,-0.969012,0.193000,0.145569,12.7651,0.266299,1,1
499,4.990,0.205740,-0.831232,0.169700,0.240026,-0.970766,0.193000,0.145562,12.7651,0.266294,1,1
500,5.000,0.199834,-0.832679,0.169700,0.233125,-0.972447,0.193000,0.145555,12.7651,0.266290,1,1
501,5.010,0.194003,-0.834066,0.169700,0.226311,-0.974055,0.193000,0.145546,12.7651,0.266286,1,1
502,5.020,0.188248,-0.835390,0.169699,0.219586,-0.975593,0.193000,0.145540,12.7651,0.266282,1,1
503,5.030,0.182571,-0.836657,0.169699,0.212952,-0.977063,0.193000,0.145533,12.7651,0.266278,1,1
504,5.040,0.176973,-0.837866,0.169699,0.206411,-0.978465,0.193000,0.145526,12.7651,0.266275,1,1
505,5.050,0.171454,-0.839019,0.169699,0.199964,-0.979803,0.193000,0.145519,12.7651,0.266272,1,1
506,5.060,0.166018,-0.840118,0.169698,0.193612,-0.981078,0.193000,0.145513,12.7651,0.266268,1,1
507,5.070,0.160664,-0.841165,0.169698,0.187357,-0.982292,0.193000,0.145507,12.7651,0.266265,1,1
508,5.080,0.155394,-0.842161,0.169698,0.181201,-0.983446,0.193000,0.145501,12.7651,0.266261,1,1
509,5.090,0.150210,-0.843107,0.169697,0.175144,-0.984543,0.193000,0.145495,12.7651,0.266258,1,1
510,5.100,0.145112,-0.844005,0.169697,0.169188,-0.985584,0.193000,0.145489,12.7651,0.266254,1,1
511,5.110,0.140100,-0.844857,0.169697,0.163334,-0.986571,0.193000,0.145484,12.7651,0.266252,1,1
512,5.120,0.135178,-0.845664,0.169697,0.157583,-0.987506,0.193000,0.145479,12.7651,0.266250,1,1
513,5.130,0.130344,-0.846428,0.169697,0.151936,-0.988390,0.193000,0.145474,12.7651,0.266246,1,1
514,5.140,0.125600,-0.847150,0.169696,0.146394,-0.989226,0.193000,0.145469,12.7651,0.266244,1,1
515,5.150,0.120946,-0.847831,0.169696,0.140958,-0.990016,0.193000,0.145465,12.7651,0.266242,1,1
516,5.160,0.116384,-0.848474,0.169696,0.135629,-0.990760,0.193000,0.145460,12.7651,0.266239,1,1
517,5.170,0.111914,-0.849081,0.169696,0.130407,-0.991461,0.193000,0.145455,12.7651,0.266237,1,1
518,5.180,0.107536,-0.849650,0.169696,0.125293,-0.992120,0.193000,0.145452,12.7651,0.266234,1,1
519,5.190,0.103251,-0.850185,0.169696,0.120288,-0.992739,0.193000,0.145448,12.7651,0.266233,1,1
520,5.200,0.099059,-0.850688,0.169695,0.115392,-0.993320,0.193000,0.145443,12.7651,0.266230,1,1
521,5.210,0.094961,-0.851158,0.169695,0.110605,-0.993864,0.193000,0.145440,12.7651,0.266228,1,1
522,5.220,0.090957,-0.851600,0.169695,0.105929,-0.994374,0.193000,0.145436,12.7651,0.266226,1,1
523,5.230,0.087048,-0.852011,0.169695,0.101363,-0.994850,0.193000,0.145433,12.7651,0.266225,1,1
524,5.240,0.083233,-0.852395,0.169695,0.096907,-0.995293,0.193000,0.145431,12.7651,0.266222,1,1
525,5.250,0.079512,-0.852753,0.169694,0.092562,-0.995707,0.193000,0.145428,12.7651,0.266221,1,1
526,5.260,0.075887,-0.853087,0.169695,0.088328,-0.996091,0.193000,0.145424,12.7651,0.266220,1,1
527,5.270,0.072357,-0.853396,0.169694,0.084205,-0.996448,0.193000,0.145421,12.7651,0.266217,1,1
528,5.280,0.068921,-0.853683,0.169694,0.080192,-0.996779,0.193000,0.145419,12.7651,0.266217,1,1
529,5.290,0.065580,-0.853949,0.169694,0.076291,-0.997086,0.193000,0.145416,12.7651,0.266215,1,1
530,5.300,0.062334,-0.854194,0.169694,0.072500,-0.997368,0.193000,0.145414,12.7651,0.266214,1,1
531,5.310,0.059182,-0.854421,0.169694,0.068819,-0.997629,0.193000,0.145412,12.7651,0.266212,1,1
532,5.320,0.056125,-0.854629,0.169694,0.065248,-0.997869,0.193000,0.145410,12.7651,0.266211,1,1
533,5.330,0.053161,-0.854821,0.169694,0.061787,-0.998089,0.193000,0.145408,12.7651,0.266210,1,1
534,5.340,0.050290,-0.854996,0.169694,0.058435,-0.998291,0.193000,0.145407,12.7651,0.266209,1,1
535,5.350,0.047513,-0.855156,0.169694,0.055192,-0.998476,0.193000,0.145405,12.7651,0.266209,1,1
536,5.360,0.044829,-0.855303,0.169693,0.052057,-0.998644,0.193000,0.145403,12.7651,0.266207,1,1
537,5.370,0.042236,-0.855436,0.169693,0.049029,-0.998797,0.193000,0.145402,12.7651,0.266207,1,1
538,5.380,0.039734,-0.855558,0.169693,0.046108,-0.998936,0.193000,0.145401,12.7651,0.266207,1,1
539,5.390,0.037325,-0.855668,0.169693,0.043293,-0.999062,0.193000,0.145399,12.7651,0.266205,1,1
540,5.400,0.035004,-0.855767,0.169693,0.040583,-0.999176,0.193000,0.145398,12.7651,0.266205,1,1
541,5.410,0.032772,-0.855857,0.169693,0.037978,-0.999279,0.193000,0.145397,12.7651,0.266204,1,1
542,5.420,0.030629,-0.855937,0.169693,0.035475,-0.999371,0.193000,0.145396,12.7651,0.266204,1,1
543,5.430,0.028573,-0.856009,0.169693,0.033075,-0.999453,0.193000,0.145395,12.7651,0.266204,1,1
544,5.440,0.026604,-0.856073,0.169693,0.030776,-0.999526,0.193000,0.145394,12.7651,0.266202,1,1
545,5.450,0.024722,-0.856130,0.169693,0.028576,-0.999592,0.193000,0.145393,12.7651,0.266202,1,1
546,5.460,0.022922,-0.856181,0.169693,0.026476,-0.999649,0.193000,0.145393,12.7651,0.266202,1,1
547,5.470,0.021206,-0.856226,0.169693,0.024472,-0.999701,0.193000,0.145392,12.7651,0.266201,1,1
548,5.480,0.019573,-0.856265,0.169693,0.022565,-0.999745,0.193000,0.145392,12.7651,0.266201,1,1
549,5.490,0.018020,-0.856300,0.169693,0.020751,-0.999785,0.193000,0.145391,12.7651,0.266200,1,1
550,5.500,0.016546,-0.856330,0.169693,0.019031,-0.999819,0.193000,0.145390,12.7651,0.266200,1,1
551,5.510,0.015151,-0.856356,0.169693,0.017402,-0.999849,0.193000,0.145390,12.7651,0.266201,1,1
552,5.520,0.013833,-0.856380,0.169693,0.015862,-0.999874,0.193000,0.145389,12.7651,0.266200,1,1
553,5.530,0.012589,-0.856398,0.169693,0.014411,-0.999896,0.193000,0.145390,12.7651,0.266200,1,1
554,5.540,0.011419,-0.856416,0.169693,0.013045,-0.999915,0.193000,0.145389,12.7651,0.266199,1,1
555,5.550,0.010323,-0.856430,0.169693,0.011763,-0.999931,0.193000,0.145389,12.7651,0.266199,1,1
556,5.560,0.009295,-0.856441,0.169693,0.010564,-0.999944,0.193000,0.145389,12.7651,0.266200,1,1
557,5.570,0.008336,-0.856452,0.169693,0.009444,-0.999955,0.193000,0.145388,12.7651,0.266200,1,1
558,5.580,0.007445,-0.856461,0.169693,0.008403,-0.999965,0.193000,0.145387,12.7651,0.266199,1,1
559,5.590,0.006617,-0.856468,0.169693,0.007438,-0.999972,0.193000,0.145387,12.7651,0.266199,1,1
560,5.600,0.005854,-0.856473,0.169693,0.006546,-0.999979,0.193000,0.145388,12.7651,0.266200,1,1
561,5.610,0.005151,-0.856478,0.169693,0.005725,-0.999984,0.193000,0.145387,12.7651,0.266199,1,1
562,5.620,0.004506,-0.856482,0.169693,0.004973,-0.999988,0.193000,0.145387,12.7651,0.266199,1,1
563,5.630,0.003920,-0.856485,0.169693,0.004288,-0.999991,0.193000,0.145387,12.7651,0.266199,1,1
564,5.640,0.003387,-0.856486,0.169693,0.003666,-0.999993,0.193000,0.145388,12.7651,0.266200,1,1
565,5.650,0.002907,-0.856488,0.169693,0.003105,-0.999995,0.193000,0.145387,12.7651,0.266199,1,1
566,5.660,0.002477,-0.856490,0.169693,0.002603,-0.999997,0.193000,0.145387,12.7651,0.266198,1,1
567,5.670,0.002094,-0.856490,0.169693,0.002157,-0.999998,0.193000,0.145388,12.7651,0.266199,1,1
568,5.680,0.001758,-0.856491,0.169693,0.001763,-0.999998,0.193000,0.145387,12.7651,0.266199,1,1
569,5.690,0.001463,-0.856492,0.169693,0.001420,-0.999999,0.193000,0.145387,12.7651,0.266199,1,1
570,5.700,0.001209,-0.856492,0.169693,0.001123,-0.999999,0.193000,0.145387,12.7651,0.266199,1,1
571,5.710,0.000992,-0.856493,0.169693,0.000869,-1.000000,0.193000,0.145387,12.7651,0.266199,1,1
572,5.720,0.000809,-0.856493,0.169693,0.000657,-1.000000,0.193000,0.145387,12.7651,0.266199,1,1
573,5.730,0.000659,-0.856494,0.169693,0.000481,-1.000000,0.193000,0.145387,12.7651,0.266198,1,1
574,5.740,0.000538,-0.856493,0.169693,0.000340,-1.000000,0.193000,0.145387,12.7651,0.266199,1,1
575,5.750,0.000444,-0.856494,0.169693,0.000229,-1.000000,0.193000,0.145387,12.7651,0.266199,1,1
576,5.760,0.000372,-0.856493,0.169693,0.000145,-1.000000,0.193000,0.145388,12.7651,0.266199,1,1
577,5.770,0.000320,-0.856493,0.169693,0.000084,-1.000000,0.193000,0.145387,12.7651,0.266199,1,1
578,5.780,0.000284,-0.856493,0.169693,0.000043,-1.000000,0.193000,0.145387,12.7651,0.266198,1,1
579,5.790,0.000263,-0.856494,0.169693,0.000018,-1.000000,0.193000,0.145387,12.7651,0.266199,1,1
580,5.800,0.000252,-0.856494,0.169693,0.000005,-1.000000,0.193000,0.145387,12.7651,0.266199,1,1
581,5.810,0.000249,-0.856494,0.169693,0.000001,-1.000000,0.193000,0.145387,12.7651,0.266199,1,1
582,5.820,0.000247,-0.856494,0.169693,-0.000000,-1.000000,0.193000,0.145387,12.7651,0.266198,1,1
583,5.830,0.000247,-0.856493,0.169645,0.000000,-1.000000,0.192952,0.145388,12.7651,0.266199,1,1
584,5.840,0.000248,-0.856493,0.169328,0.000000,-1.000000,0.192635,0.145388,12.7651,0.266199,1,1
585,5.850,0.000247,-0.856491,0.168523,0.000000,-1.000000,0.191830,0.145390,12.7651,0.266200,1,1
586,5.860,0.000247,-0.856483,0.167062,0.000000,-1.000000,0.190369,0.145397,12.7651,0.266204,1,1
587,5.870,0.000247,-0.856467,0.164825,0.000000,-1.000000,0.188131,0.145413,12.7651,0.266214,1,1
588,5.880,0.000247,-0.856435,0.161733,0.000000,-1.000000,0.185037,0.145444,12.7651,0.266231,1,1
589,5.890,0.000248,-0.856383,0.157751,0.000000,-1.000000,0.181051,0.145495,12.7651,0.266259,1,1
590,5.900,0.000247,-0.856305,0.152878,0.000000,-1.000000,0.176169,0.145571,12.7651,0.266300,1,1
591,5.910,0.000247,-0.856201,0.147145,0.000000,-1.000000,0.170423,0.145671,12.7651,0.266355,1,1
592,5.920,0.000247,-0.856067,0.140611,0.000000,-1.000000,0.163869,0.145800,12.7651,0.266425,1,1
593,5.930,0.000247,-0.855907,0.133361,0.000000,-1.000000,0.156591,0.145954,12.7651,0.266510,1,1
594,5.940,0.000248,-0.855723,0.125498,0.000000,-1.000000,0.148691,0.146129,12.7651,0.266607,1,1
595,5.950,0.000247,-0.855520,0.117142,0.000000,-1.000000,0.140291,0.146324,12.7651,0.266713,1,1
596,5.960,0.000248,-0.855304,0.108424,0.000000,-1.000000,0.131524,0.146529,12.7651,0.266826,1,1
597,5.970,0.000247,-0.855082,0.099484,0.000000,-1.000000,0.122533,0.146739,12.7651,0.266943,1,1
598,5.980,0.000247,-0.854861,0.090468,0.000000,-1.000000,0.113467,0.146950,12.7651,0.267059,1,1
599,5.990,0.000247,-0.854648,0.081522,0.000000,-1.000000,0.104476,0.147154,12.7651,0.267171,1,1
600,6.000,0.000247,-0.854449,0.072794,0.000000,-1.000000,0.095709,0.147344,12.7651,0.267277,1,1
601,6.010,0.000247,-0.854268,0.064425,0.000000,-1.000000,0.087309,0.147518,12.7651,0.267374,1,1
602,6.020,0.000248,-0.854110,0.056547,0.000000,-1.000000,0.079409,0.147671,12.7651,0.267458,1,1
603,6.030,0.000247,-0.853977,0.049283,0.000000,-1.000000,0.072131,0.147800,12.7651,0.267530,1,1
604,6.040,0.000247,-0.853869,0.042737,0.000000,-1.000000,0.065577,0.147905,12.7651,0.267588,1,1
605,6.050,0.000247,-0.853787,0.036994,0.000000,-1.000000,0.059831,0.147986,12.7651,0.267633,1,1
606,6.060,0.000248,-0.853728,0.032113,0.000000,-1.000000,0.054949,0.148044,12.7651,0.267665,1,1
607,6.070,0.000248,-0.853688,0.028127,0.000000,-1.000000,0.050963,0.148084,12.7651,0.267687,1,1
608,6.080,0.000247,-0.853663,0.025033,0.000000,-1.000000,0.047869,0.148108,12.7651,0.267701,1,1
609,6.090,0.000248,-0.853651,0.022794,0.000000,-1.000000,0.045631,0.148120,12.7651,0.267707,1,1
610,6.100,0.000247,-0.853645,0.021332,0.000000,-1.000000,0.044170,0.148126,12.7651,0.267710,1,1
611,6.110,0.000246,-0.853644,0.020527,0.000000,-1.000000,0.043365,0.148127,12.7651,0.267711,1,1
612,6.120,0.000247,-0.853644,0.020210,0.000000,-1.000000,0.043048,0.148127,12.7651,0.267711,1,1
613,6.130,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,1,1
614,6.140,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
615,6.150,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
616,6.160,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
617,6.170,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
618,6.180,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
619,6.190,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
620,6.200,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
621,6.210,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
622,6.220,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
623,6.230,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
624,6.240,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
625,6.250,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
626,6.260,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
627,6.270,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
628,6.280,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
629,6.290,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
630,6.300,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
631,6.310,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
632,6.320,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
633,6.330,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
634,6.340,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
635,6.350,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
636,6.360,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
637,6.370,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
638,6.380,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
639,6.390,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
640,6.400,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
641,6.410,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
642,6.420,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
643,6.430,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
644,6.440,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
645,6.450,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
646,6.460,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
647,6.470,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
648,6.480,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
649,6.490,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
650,6.500,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
651,6.510,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
652,6.520,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
653,6.530,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
654,6.540,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
655,6.550,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
656,6.560,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
657,6.570,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
658,6.580,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
659,6.590,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
660,6.600,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
661,6.610,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
662,6.620,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
663,6.630,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
664,6.640,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
665,6.650,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
666,6.660,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
667,6.670,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
668,6.680,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
669,6.690,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
670,6.700,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
671,6.710,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
672,6.720,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
673,6.730,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
674,6.740,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
675,6.750,0.000247,-0.853644,0.020162,0.000000,-1.000000,0.043000,0.148127,12.7651,0.267711,0,0
676,6.760,0.000247,-0.853644,0.020210,0.000000,-1.000000,0.043048,0.148127,12.7651,0.267711,0,0
677,6.770,0.000246,-0.853644,0.020527,0.000000,-1.000000,0.043365,0.148127,12.7651,0.267711,0,0
678,6.780,0.000247,-0.853642,0.021332,0.000000,-1.000000,0.044170,0.148129,12.7651,0.267713,0,0
679,6.790,0.000247,-0.853636,0.022793,0.000000,-1.000000,0.045631,0.148135,12.7651,0.267715,0,0
680,6.800,0.000248,-0.853624,0.025030,0.000000,-1.000000,0.047869,0.148147,12.7651,0.267722,0,0
681,6.810,0.000247,-0.853600,0.028123,0.000000,-1.000000,0.050963,0.148171,12.7651,0.267736,0,0
682,6.820,0.000247,-0.853561,0.032107,0.000000,-1.000000,0.054949,0.148210,12.7651,0.267757,0,0
683,6.830,0.000247,-0.853501,0.036988,0.000000,-1.000000,0.059831,0.148269,12.7651,0.267790,0,0
684,6.840,0.000247,-0.853419,0.042734,0.000000,-1.000000,0.065577,0.148351,12.7651,0.267836,0,0
685,6.850,0.000248,-0.853310,0.049290,0.000000,-1.000000,0.072131,0.148457,12.7651,0.267895,0,0
686,6.860,0.000247,-0.853177,0.056576,0.000000,-1.000000,0.079409,0.148588,12.7651,0.267968,0,0
687,6.870,0.000247,-0.853018,0.064487,0.000000,-1.000000,0.087309,0.148743,12.7651,0.268054,0,0
688,6.880,0.000248,-0.852837,0.072908,0.000000,-1.000000,0.095709,0.148919,12.7651,0.268152,0,0
689,6.890,0.000247,-0.852637,0.081703,0.000000,-1.000000,0.104476,0.149112,12.7651,0.268260,0,0
690,6.900,0.000247,-0.852423,0.090729,0.000000,-1.000000,0.113467,0.149319,12.7651,0.268375,0,0
691,6.910,0.000247,-0.852201,0.099835,0.000000,-1.000000,0.122533,0.149532,12.7651,0.268494,0,0
692,6.920,0.000247,-0.851979,0.108869,0.000000,-1.000000,0.131524,0.149744,12.7651,0.268613,0,0
693,6.930,0.000247,-0.851763,0.117679,0.000000,-1.000000,0.140291,0.149952,12.7651,0.268729,0,0
694,6.940,0.000247,-0.851559,0.126119,0.000000,-1.000000,0.148691,0.150148,12.7651,0.268839,0,0
695,6.950,0.000247,-0.851375,0.134053,0.000000,-1.000000,0.156591,0.150324,12.7651,0.268938,0,0
696,6.960,0.000247,-0.851215,0.141358,0.000000,-1.000000,0.163869,0.150478,12.7651,0.269024,0,0
697,6.970,0.000247,-0.851083,0.147933,0.000000,-1.000000,0.170423,0.150606,12.7651,0.269097,0,0
698,6.980,0.000247,-0.850978,0.153693,0.000000,-1.000000,0.176169,0.150707,12.7651,0.269153,0,0
699,6.990,0.000247,-0.850902,0.158583,0.000000,-1.000000,0.181051,0.150782,12.7651,0.269195,0,0
700,7.000,0.000247,-0.850850,0.162574,0.000000,-1.000000,0.185037,0.150832,12.7650,0.269223,0,0
701,7.010,0.000247,-0.850818,0.165670,0.000000,-1.000000,0.188131,0.150863,12.7651,0.269241,0,0
702,7.020,0.000247,-0.850801,0.167909,0.000000,-1.000000,0.190369,0.150880,12.7651,0.269250,0,0
703,7.030,0.000247,-0.850795,0.169371,0.000000,-1.000000,0.191830,0.150886,12.7651,0.269255,0,0
704,7.040,0.000247,-0.850792,0.170176,0.000000,-1.000000,0.192635,0.150889,12.7651,0.269255,0,0
705,7.050,0.000247,-0.850792,0.170493,0.000000,-1.000000,0.192952,0.150890,12.7651,0.269256,0,0
706,7.060,0.000247,-0.850791,0.170541,0.000000,-1.000000,0.193000,0.150890,12.7651,0.269257,0,0
